customerid,systemloanid,loannumber,approveddate,creationdate,loanamount,totaldue,termdays,loan_default,bank_account_type,longitude_gps,latitude_gps,bank_name_clients,bank_branch_clients,level_of_education_clients,age,gender,prev_loan_count,avg_prev_loan_amount,avg_prev_term,monthly_income,debt_to_income_ratio,credit_score,num_credit_cards,past_due_days,missed_payments_6mo,marital_status_Married,marital_status_Single,employment_status_clients_Permanent,employment_status_clients_Retired,employment_status_clients_Self-Employed,employment_status_clients_Student,employment_status_clients_Unemployed,loan_purpose_Car,loan_purpose_Education,loan_purpose_Home,loan_purpose_Medical,marital_status,employment_status_clients,loan_purpose,loan_to_income_ratio,risk_band,payment_behavior_score
8a858e9b5a195041015a1a602a51519d,301976439,7,2017-07-13 17:38:01,2017-07-13 16:37:55,25000.0,28750.0,30,0,Savings,7.1694297,9.2174068,GT Bank,Unknown,Uneducated,42.0,1,6.0,13333.333333333334,15.0,346400.64570732444,0.7738335145773415,822,2,50,2,False,True,False,False,False,False,True,False,False,False,True,Single,Unemployed,Medical,0.07217076616283971,High Risk,9.0
8a858ea555d9e6020155f489c9b237f8,301973446,3,2017-07-11 17:22:01,2017-07-11 16:21:55,10000.0,13000.0,30,0,Savings,3.8701435,7.3979258,GT Bank,Unknown,Uneducated,43.0,1,2.0,10000.0,22.5,243685.52538382675,0.4197375507590694,624,6,74,4,False,False,True,False,False,False,False,False,True,False,False,Married,Permanent,Education,0.04103649564022769,High Risk,15.4
8a858eb05d2d1297015d313b03581809,301999087,2,2017-07-27 16:22:07,2017-07-27 15:22:01,10000.0,13000.0,30,0,Savings,3.9809867,7.4239296,GT Bank,Unknown,Uneducated,37.0,0,1.0,10000.0,30.0,233880.88361909386,0.318702701917174,636,0,67,1,True,False,True,False,False,False,False,False,False,False,True,Married,Permanent,Medical,0.0427568078470506,Medium Risk,8.7
8a858eb85c1be44c015c1c4b667d25ee,301963210,3,2017-07-04 13:53:57,2017-07-04 12:53:49,10000.0,13000.0,30,0,Savings,3.35763,6.668355,GT Bank,Unknown,Uneducated,38.0,1,2.0,10000.0,22.5,312351.62743821467,0.3938503103890998,487,6,53,1,True,False,True,False,False,False,False,False,False,False,True,Married,Permanent,Medical,0.03201520056743764,High Risk,7.300000000000001
8a858ec75bfd77c4015c0d841520351c,301959286,4,2017-07-01 18:36:47,2017-07-01 17:36:40,20000.0,24500.0,30,0,Savings,6.8004083,6.1594433,Union Bank,Unknown,Uneducated,33.0,0,3.0,10000.0,15.0,293170.0787960455,0.23802433202237758,551,6,59,1,False,False,True,False,False,False,False,False,True,False,False,Married,Permanent,Education,0.0682197858735568,High Risk,7.9
8a858ed35cc5ce51015cc60f40f522b4,301981535,2,2017-07-17 10:33:52,2017-07-17 09:33:45,10000.0,11500.0,15,0,Savings,3.2205031,6.5319046,GT Bank,Unknown,Uneducated,41.0,0,1.0,10000.0,15.0,366024.1371746385,0.46170395514756757,781,0,82,2,False,False,True,False,False,False,False,False,True,False,False,Married,Permanent,Education,0.027320602617058477,Medium Risk,12.200000000000001
8a858edb5ad79cc6015ad7c9b29415c8,301981500,5,2017-07-17 10:17:01,2017-07-17 09:15:48,20000.0,22250.0,15,0,Savings,3.479829,6.4489694,GT Bank,Unknown,Uneducated,39.0,1,4.0,12500.0,26.25,163860.91643465837,0.2368045573060017,745,1,12,5,False,False,True,False,False,False,False,False,False,False,True,Married,Permanent,Medical,0.1220547305310309,High Risk,11.2
8a858eec5ca21dcb015ca2493dee1e2d,301966278,2,2017-07-06 11:39:24,2017-07-06 10:39:18,10000.0,13000.0,30,0,Savings,3.259777,6.5532982,UBA,Unknown,Uneducated,34.0,0,1.0,10000.0,30.0,446757.1660564598,0.6091928819244707,359,4,69,5,True,False,True,False,False,False,False,True,False,False,False,Married,Permanent,Car,0.022383524562729074,High Risk,16.9
8a858ef75997d0180159a695b01e2c4c,301989547,5,2017-07-21 15:43:59,2017-07-21 14:43:53,20000.0,24500.0,30,0,Savings,7.4401471,8.9494179,First Bank,Unknown,Uneducated,49.0,0,4.0,12500.0,30.0,158580.9911965013,0.430082254109755,491,0,10,3,False,False,False,False,False,False,True,False,False,True,False,Married,Unemployed,Home,0.12611852056856895,High Risk,7.0
8a858f03582604ff0158260fcc730548,302001370,10,2017-07-28 21:33:41,2017-07-28 20:33:33,20000.0,24500.0,30,0,Other,3.4085368,6.4281638,First Bank,Unknown,Graduate,40.0,1,9.0,13333.333333333334,25.0,344798.4099906446,0.3249983226593366,496,2,34,5,True,False,True,False,False,False,False,False,False,False,False,Married,Permanent,Car,0.05800490785483221,High Risk,13.4
8a858f085b905684015b906e73a01478,302000465,4,2017-07-28 12:31:10,2017-07-28 11:30:00,20000.0,24500.0,30,0,Savings,3.2934205,6.6400639,FCMB,Unknown,Uneducated,43.0,1,3.0,10000.0,30.0,578251.2780329478,0.6155013134747974,470,4,19,2,True,False,True,False,False,False,False,False,True,False,False,Married,Permanent,Education,0.03458703985581236,High Risk,5.9
8a858f2656e154de0156e3a87cdc45fb,301982122,5,2017-07-17 15:27:00,2017-07-17 14:26:52,20000.0,22250.0,15,0,Other,5.6140915,6.3906691,UBA,Unknown,Uneducated,32.0,1,4.0,15000.0,30.0,450952.9444715234,0.6273068672735095,567,1,78,4,False,True,False,False,False,True,False,True,False,False,False,Single,Student,Car,0.04435052536010872,High Risk,15.8
8a858f2e5c699f3a015c6cf27a036477,301959225,2,2017-07-01 17:42:36,2017-07-01 16:42:30,10000.0,13000.0,30,0,Savings,3.3594054,6.605609,UBA,Unknown,Uneducated,37.0,0,1.0,10000.0,30.0,336598.8770171283,0.4011804681203137,607,0,50,3,False,False,True,False,False,False,False,False,True,False,False,Married,Permanent,Education,0.0297089523548563,High Risk,11.0
8a858f335cd0c78e015cd435d7192800,301984674,2,2017-07-18 21:32:19,2017-07-18 20:32:13,10000.0,11500.0,15,0,Savings,2.957738,6.5342122,GT Bank,Unknown,Uneducated,44.0,0,1.0,10000.0,15.0,573638.0009533348,0.853722705830512,663,0,83,0,True,False,True,False,False,False,False,False,True,False,False,Married,Permanent,Education,0.017432596835253066,High Risk,8.3
8a858f4655ca643c0155cbc4e13945cc,301965090,15,2017-07-05 15:47:33,2017-07-05 14:47:19,40000.0,44000.0,30,0,Other,12.4805166,9.2099548,GT Bank,Unknown,Uneducated,37.0,0,14.0,29285.714285714286,30.0,308774.75313025224,0.1568744534110226,628,4,19,3,True,False,True,False,False,False,False,False,True,False,False,Married,Permanent,Education,0.1295442700366327,High Risk,7.9
8a858f5e599783c0015997c56ef70ffa,302001086,3,2017-07-28 18:03:37,2017-07-28 17:02:26,10000.0,11500.0,15,0,Savings,3.30555,6.5103567,GT Bank,Unknown,Uneducated,49.0,0,2.0,10000.0,15.0,316168.31582950987,0.7347538149493158,788,0,42,2,False,False,False,False,False,False,True,False,False,False,False,Married,Unemployed,Car,0.03162872273827838,High Risk,8.2
8a858f60560bc43d01561d94abd91c48,301991908,4,2017-07-23 13:52:36,2017-07-23 12:52:30,10000.0,11500.0,15,0,Savings,3.9036073,7.3393735,GT Bank,Unknown,Uneducated,39.0,1,3.0,10000.0,30.0,236681.5841265956,0.8582639105358965,768,1,51,5,False,True,True,False,False,False,False,False,True,False,False,Single,Permanent,Education,0.04225085799092517,High Risk,15.100000000000001
8a858f785cea234f015cea434e0a09e6,301974590,2,2017-07-12 13:21:08,2017-07-12 12:21:02,10000.0,13000.0,30,0,Savings,3.6595105,6.6681408,GT Bank,Unknown,Uneducated,39.0,0,1.0,10000.0,15.0,324160.01822627045,0.7958567087131942,567,0,27,6,True,False,True,False,False,False,False,False,True,False,False,Married,Permanent,Education,0.03084896174030874,High Risk,14.7
8a858f7e564ad338015654d3a5c242a5,301969110,8,2017-07-08 11:23:48,2017-07-08 10:23:43,30000.0,34500.0,30,0,Other,8.6713276,9.0830135,GT Bank,Unknown,Uneducated,37.0,1,7.0,14285.714285714286,30.0,217392.21597290493,0.2546378839249036,598,2,67,4,True,False,True,False,False,False,False,False,True,False,False,Married,Permanent,Education,0.1379994213028267,High Risk,14.7
8a858f9158aff6a30158b5f2ff887585,301985845,9,2017-07-19 14:55:01,2017-07-19 13:54:53,20000.0,22250.0,15,0,Savings,3.5579715,6.4634231,GT Bank,Unknown,Uneducated,51.0,0,8.0,17500.0,26.25,118721.1185975849,0.8396355735943114,339,3,20,3,False,True,True,False,False,False,False,False,False,True,False,Single,Permanent,Home,0.1684620245854629,High Risk,8.0
8a858f995a4762a5015a4c25b0ea01c3,301981230,6,2017-07-17 07:53:36,2017-07-17 06:53:30,20000.0,24500.0,30,0,Savings,5.3269784,7.799699,Access Bank,Unknown,Uneducated,63.0,1,5.0,14000.0,30.0,440527.18705087877,0.34027564830162904,398,0,78,3,True,False,True,False,False,False,False,False,False,True,False,Married,Permanent,Home,0.04540014915740058,High Risk,13.8
8a858fa45bd95e9a015be131cdec35a8,301962952,3,2017-07-04 11:33:25,2017-07-04 10:33:20,10000.0,13000.0,30,0,Savings,3.5159825,6.7062641,Zenith Bank,Unknown,Uneducated,39.0,1,2.0,10000.0,22.5,427667.77746144653,0.4194643720890532,424,5,55,4,True,False,True,False,False,False,False,False,False,False,True,Married,Permanent,Medical,0.02338263607176129,High Risk,13.5
8a858fae5b49223f015b499e1cf9485b,301982904,4,2017-07-18 00:03:50,2017-07-17 23:02:40,10000.0,13000.0,30,1,Savings,3.2643932,6.5667918,GT Bank,Unknown,Uneducated,41.0,1,3.0,10000.0,20.0,135108.55669447512,0.13989537442777752,378,3,75,1,False,False,False,False,False,False,True,True,False,False,False,Married,Unemployed,Car,0.07401455721722562,High Risk,9.5
8a858fb15b34a708015b350c4a1a58d2,301994303,4,2017-07-24 21:45:42,2017-07-24 20:45:34,20000.0,24500.0,30,0,Current,3.9074055,6.8171079,UBA,Unknown,Uneducated,39.0,0,3.0,10000.0,30.0,366538.68280069315,0.7314965553685479,817,5,89,6,False,True,True,False,False,False,False,True,False,False,False,Single,Permanent,Car,0.05456450011546279,High Risk,20.9
8a858fba5cd5feee015cda4f0fa423b4,301991730,2,2017-07-23 11:02:49,2017-07-23 10:02:28,10000.0,11500.0,15,0,Savings,3.3229955,6.6538756,Access Bank,Unknown,Uneducated,40.0,0,1.0,10000.0,15.0,50000.0,0.7122005932154366,302,1,75,1,False,True,False,False,False,False,True,False,False,True,False,Single,Unemployed,Home,0.2,High Risk,9.5
8a858fcb5ca240f7015ca64a71fa1951,301960154,2,2017-07-02 17:46:44,2017-07-02 16:46:39,10000.0,13000.0,30,0,Savings,3.8710285,7.307713,First Bank,Unknown,Uneducated,41.0,0,1.0,10000.0,30.0,168092.19591150296,0.7211095804699023,385,5,9,0,False,False,True,False,False,False,False,False,False,True,False,Married,Permanent,Home,0.05949116165550477,High Risk,0.9
8a858fd95c3b5bca015c3fcc0b374c3e,301968227,2,2017-07-07 16:17:06,2017-07-07 15:17:00,10000.0,13000.0,30,0,Savings,7.4847391,8.9966162,UBA,Unknown,Uneducated,38.0,1,1.0,10000.0,15.0,337092.3499824298,0.5787333223606428,659,0,77,1,False,False,True,False,False,False,False,False,True,False,False,Married,Permanent,Education,0.029665461113315764,Medium Risk,9.7
8a85882953bc04f80153c205b75d7403,301990784,8,2017-07-22 13:50:43,2017-07-22 12:50:30,40000.0,48000.0,60,0,Savings,3.3427681,6.5094142,GT Bank,Unknown,Graduate,49.0,0,7.0,17142.85714285714,30.0,360184.79518498946,0.8258205218352981,676,3,44,1,False,False,False,False,True,False,False,False,True,False,False,Married,Self-Employed,Education,0.11105410482265406,High Risk,6.4
8a8588dc536a14130153753dc8d32698,301961089,17,2017-07-03 13:38:49,2017-07-03 12:38:43,40000.0,44000.0,30,0,Other,3.4339027,6.8257862,GT Bank,Unknown,Secondary,55.0,0,16.0,27500.0,29.0625,58503.66202466958,0.3419403481832524,584,4,70,0,False,False,False,False,False,False,True,False,False,True,False,Married,Unemployed,Home,0.6837178839015746,High Risk,7.0
8a8588fd53c244bc0153c8305ea7338f,301966060,4,2017-07-06 09:25:08,2017-07-06 08:24:54,20000.0,22250.0,15,1,Savings,-2.9799497,56.464013,Zenith Bank,Unknown,Graduate,32.0,1,3.0,10000.0,20.0,498722.1227729324,0.3649751743986336,754,1,19,5,False,False,False,False,False,True,False,False,False,False,True,Married,Student,Medical,0.04010249212286494,High Risk,11.9
8a85895054a061920154a909b1a76c1d,301973229,12,2017-07-11 15:22:15,2017-07-11 14:22:09,30000.0,34500.0,30,0,Savings,7.4941013,8.9654194,First Bank,Unknown,Uneducated,55.0,1,11.0,20000.0,24.545454545454547,373976.5055307762,0.10334170207347207,834,0,24,4,False,True,True,False,False,False,False,False,True,False,False,Single,Permanent,Education,0.08021894305210883,High Risk,10.4
8a858e02578f616401579484a4963345,302002801,12,2017-07-29 22:01:27,2017-07-29 21:01:19,30000.0,34500.0,30,1,Other,8.3232966,4.9612435,GT Bank,Unknown,Secondary,46.0,1,11.0,19090.909090909092,24.545454545454547,406233.913829181,0.2917043557635359,738,0,38,2,False,False,False,False,True,False,False,False,False,False,False,Married,Self-Employed,Car,0.07384907802802211,Medium Risk,7.800000000000001
8a858e1556321b940156548b9ca970a6,301984218,12,2017-07-18 16:35:30,2017-07-18 15:35:23,40000.0,48000.0,60,0,Savings,3.1696445,6.6879675,Stanbic IBTC,Unknown,Uneducated,37.0,1,11.0,20909.090909090908,23.181818181818183,453113.7340603076,0.23197054124736047,571,2,13,6,False,True,True,False,False,False,False,False,False,False,True,Single,Permanent,Medical,0.08827805690541299,High Risk,13.3
8a858e205af28299015af50a799745c5,301994002,7,2017-07-24 18:31:35,2017-07-24 17:31:28,30000.0,39000.0,60,0,Savings,3.9628733,7.3864283,UBA,Unknown,Uneducated,42.0,0,6.0,15000.0,27.5,50000.0,0.64344483115341,832,2,29,5,True,False,True,False,False,False,False,False,False,False,True,Married,Permanent,Medical,0.6,High Risk,12.9
8a858e3e5b3ee747015b3f0409012b7f,301963059,5,2017-07-04 12:25:02,2017-07-04 11:24:57,30000.0,39000.0,60,0,Savings,6.785373,6.1538848,Fidelity Bank,Unknown,Uneducated,40.0,0,4.0,15000.0,30.0,242764.73876270928,0.3250845380781942,356,2,28,0,True,False,True,False,False,False,False,False,False,True,False,Married,Permanent,Home,0.12357643104554628,High Risk,2.8000000000000003
8a858e625c8d993a015c95e7ced318df,301993647,2,2017-07-24 15:28:18,2017-07-24 14:28:12,10000.0,13000.0,30,0,Savings,3.8485124,7.3684474,Access Bank,Unknown,Uneducated,37.0,1,1.0,10000.0,30.0,431637.7111419137,0.7779275090794181,411,0,4,4,False,True,True,False,False,False,False,False,True,False,False,Single,Permanent,Education,0.02316757721086192,High Risk,8.4
8a858e6e55c554c20155c6d8e2925c62,301984086,8,2017-07-18 15:24:31,2017-07-18 14:23:21,10000.0,13000.0,30,0,Savings,3.3562934,6.5295153,GT Bank,Unknown,Secondary,37.0,1,7.0,14285.714285714286,27.857142857142858,221542.57937087482,0.8366160749866405,300,0,2,2,False,True,False,False,False,False,True,False,True,False,False,Single,Unemployed,Education,0.045138049888186205,High Risk,4.2
8a858e785acd3412015acd7bdec42d4f,301965319,6,2017-07-05 18:12:38,2017-07-05 17:12:30,30000.0,34500.0,30,0,Savings,3.4575733,6.8170067,GT Bank,Unknown,Uneducated,33.0,0,5.0,14000.0,21.0,413846.7028346894,0.4398539227443543,354,0,67,2,True,False,True,False,False,False,False,False,False,True,False,Married,Permanent,Home,0.07249061015712252,High Risk,10.7
8a858e875c63d395015c74bdfd343206,302001775,2,2017-07-29 08:14:40,2017-07-29 07:14:32,10000.0,13000.0,30,0,Savings,3.1941288,6.5054402,UBA,Unknown,Uneducated,29.0,0,1.0,10000.0,15.0,186002.42990653883,0.7268586680190899,756,1,66,3,True,False,False,False,False,True,False,False,False,False,True,Married,Student,Medical,0.053762738503065406,High Risk,12.600000000000001
8a858e985885ff6d01589211d7c01088,301983843,6,2017-07-18 13:24:53,2017-07-18 12:24:47,20000.0,24500.0,30,0,Savings,3.3704039,6.5613766,GT Bank,Unknown,Uneducated,47.0,0,5.0,14000.0,18.0,336219.43103264115,0.7786545484659786,739,6,88,2,False,False,True,False,False,False,False,False,False,False,True,Married,Permanent,Medical,0.05948496176611025,High Risk,12.8
8a858ea15ca2565c015ca6ed24977b5e,301976588,2,2017-07-13 19:45:05,2017-07-13 18:44:57,10000.0,13000.0,30,0,Savings,3.5754168,6.8846432,UBA,Unknown,Uneducated,38.0,1,1.0,10000.0,30.0,514912.3910693703,0.7313574396782906,506,1,7,1,False,False,True,False,False,False,False,False,False,True,False,Married,Permanent,Home,0.019420779482956303,High Risk,2.7
8a858eaa55a0b8ae0155bab849c616a1,301984604,2,2017-07-18 20:53:04,2017-07-18 19:52:57,10000.0,13000.0,30,0,Other,6.5298068,9.6558677,Diamond Bank,Unknown,Uneducated,38.0,0,1.0,10000.0,15.0,328620.13168489357,0.5375690153579921,741,2,85,5,False,True,True,False,False,False,False,False,False,True,False,Single,Permanent,Home,0.030430272024809406,High Risk,18.5
8a858eb4596ff919015974a667560a89,301968410,8,2017-07-07 18:46:29,2017-07-07 17:46:17,30000.0,34500.0,30,0,Savings,3.0422946,7.0111402,First Bank,Unknown,Uneducated,44.0,0,7.0,17142.85714285714,25.714285714285715,205643.4143064565,0.529978692033339,326,4,29,5,False,True,True,False,False,False,False,True,False,False,False,Single,Permanent,Car,0.14588359224231234,High Risk,12.9
8a858eda552adcc20155307212b55ac2,301982461,11,2017-07-17 18:24:08,2017-07-17 17:24:01,30000.0,34500.0,30,0,Other,3.3296052,6.6641726,Diamond Bank,Unknown,Secondary,45.0,1,10.0,18000.0,28.5,184506.22524603462,0.5985069654829329,818,4,20,1,False,False,False,False,True,False,False,False,False,False,True,Married,Self-Employed,Medical,0.16259613983211527,Medium Risk,4.0
8a858ee454da1cbd0154e2796fba7142,301978197,12,2017-07-14 18:59:53,2017-07-14 17:58:41,30000.0,34500.0,30,1,Other,8.3422141,4.9916379,UBA,Unknown,Graduate,43.0,0,11.0,20000.0,30.0,348295.49678741884,0.5245754929259705,664,0,36,2,False,True,False,False,True,False,False,True,False,False,False,Single,Self-Employed,Car,0.08613375790589223,Medium Risk,7.6
8a858ee65a8401a1015a8447d2ac1cf2,302003266,6,2017-07-30 10:48:29,2017-07-30 09:48:23,20000.0,24500.0,30,0,Savings,3.3189105,6.475366,Diamond Bank,Unknown,Uneducated,49.0,1,5.0,14000.0,30.0,279207.475401871,0.24935106720352193,364,2,66,0,True,False,True,False,False,False,False,False,True,False,False,Married,Permanent,Education,0.07163131993945882,High Risk,6.6000000000000005
